"",WG1 H16.06.008,WG4 H16.06.009,WG4 H16.06.010,WG1 H17.06.015,Fold Change,Score
MEGF9,5.45,5.62,5.72,6.35,-0.23,-0.135
NCKIPSD,1.22,1.28,1.2,1.62,-0.181,-0.135
LOC105376607,1.36,2.04,1.31,2.66,-0.33,-0.135
LOC105370097,0.475,0.32,0.431,0.59,-0.157,-0.135
AK8,1.23,1.53,1.04,1.82,-0.238,-0.135
LOC102724497,0.44,0.461,0.274,0.637,-0.172,-0.135
SLC19A1,0.659,0.806,0.786,1.34,-0.201,-0.135
IRF9,0.559,0.299,0.563,0.637,-0.167,-0.135
HPS4,2.05,1.83,2.12,2.26,-0.182,-0.135
ICE2,3.49,3.4,3.71,4.06,-0.219,-0.135
LOC101928286,1,0.963,1.31,1.75,-0.239,-0.134
ST3GAL1,2.71,2.76,3.46,4.2,-0.342,-0.134
NUP210L,1.4,1.32,1.34,1.56,-0.151,-0.134
TTLL5,5.29,5.38,5.81,6.49,-0.29,-0.134
RPL21P28,1.78,0.785,1.45,0.995,-0.272,-0.134
PPP2R1A,1.77,1.66,2.22,2.66,-0.272,-0.134
PEX13,1.93,2.15,1.98,2.64,-0.217,-0.134
C17orf97,0.536,0.312,0.55,0.664,-0.169,-0.134
RBM14-RBM4,1.09,1.24,1.14,1.69,-0.201,-0.134
LOC105370555,2.63,2.9,2.58,3.3,-0.227,-0.134
PCNXL3,0.523,0.436,0.536,0.785,-0.168,-0.134
UPB1,0.297,0.217,0.191,0.403,-0.146,-0.134
LMO7,6.6,6.51,6.67,6.94,-0.181,-0.134
ZNF316,1.29,1.66,1.61,2.49,-0.253,-0.134
IFT74,2.47,2.56,2.69,3.21,-0.215,-0.134
PIWIL2,1.58,1.1,2.09,2.17,-0.283,-0.134
CCDC79,0.443,0.424,0.347,0.649,-0.16,-0.134
SMOC2,0.771,1.54,0.78,2.23,-0.344,-0.134
AADACL2-AS1,0.419,0.192,0.32,0.391,-0.148,-0.134
LRRC2,2.59,2.8,2.34,2.98,-0.214,-0.134
NEFL,1.55,0.876,1.76,1.52,-0.22,-0.133
ENKUR,2.14,2.03,2,2.17,-0.139,-0.133
PIGQ,1.79,1.6,2.21,2.55,-0.262,-0.133
NIFK-AS1,2.85,3.2,3.19,4.02,-0.244,-0.133
XKR6,8.66,8.32,8.99,9.14,-0.241,-0.133
ITFG2,1.52,1.75,1.5,2.17,-0.218,-0.133
AGPAT4,6.9,6.8,7.25,7.64,-0.246,-0.133
PTPRZ1,6.7,7.51,6.08,7.59,-0.351,-0.133
SLA2,0.465,0.502,0.37,0.752,-0.172,-0.133
CTR9,1.23,1.21,1.43,1.84,-0.211,-0.133
NASP,1.63,1.87,1.69,2.37,-0.219,-0.133
ZNF346,3.76,4.14,4.27,5.2,-0.281,-0.133
PTMA,2.26,1.72,2.44,2.31,-0.205,-0.133
RAG2,0.567,0.126,0.191,0.113,-0.181,-0.133
IFT52,2.34,2.73,2.85,3.81,-0.282,-0.133
RPUSD4,1.17,1.19,1.19,1.54,-0.167,-0.133
LOC105376486,0.402,0.518,0.581,1.11,-0.205,-0.133
LOC100288778,0.419,0.255,0.0869,0.251,-0.164,-0.133
CSTF2,1.34,1.13,1.2,1.28,-0.145,-0.132
TFDP1,2.68,3.26,3.25,4.42,-0.296,-0.132
PLA2G16,1.35,0.972,1.75,1.88,-0.255,-0.132
LOC440040,6.03,8.03,3.99,7.24,-0.624,-0.132
SLC6A1-AS1,1,0.652,0.841,0.822,-0.167,-0.132
SMARCC1,4.48,4.71,4.58,5.25,-0.217,-0.132
NAALAD2,3.87,4.54,3.08,4.39,-0.317,-0.132
LOC105374214,1.29,0.607,0.947,0.701,-0.22,-0.132
ANKRD18A,0.612,0.792,0.957,1.62,-0.242,-0.132
TMEM147,0.662,0.28,0.413,0.375,-0.172,-0.132
UBQLN4,0.513,0.57,0.629,1.07,-0.19,-0.132
TARDBP,2.48,2.53,2.69,3.16,-0.21,-0.132
RPS18P9,0.365,0.259,0.404,0.641,-0.172,-0.132
RASD2,0.213,0.247,0.105,0.48,-0.17,-0.132
CFLAR,3.44,3.86,3.69,4.64,-0.26,-0.132
ATP6V1B1,0.328,0.204,0.26,0.43,-0.147,-0.132
METTL8,2.18,2.19,2.28,2.66,-0.186,-0.132
RAB23,1.58,1.38,1.77,1.99,-0.207,-0.132
CCDC112,1.93,1.83,2.18,2.51,-0.219,-0.132
DCAF15,0.83,0.741,1.03,1.35,-0.207,-0.132
IAH1,4.03,3.58,3.73,3.65,-0.181,-0.132
DNPH1,1.08,0.55,0.665,0.527,-0.194,-0.132
LOC105376187,0.411,0.161,0.224,0.274,-0.151,-0.132
ZNF428,2.77,2.05,2.42,2.15,-0.225,-0.132
ATP6V1C1,4.3,4.02,4.55,4.7,-0.219,-0.132
SRRM4,4.85,4.72,5.29,5.69,-0.263,-0.132
MYO1E,1.19,1.1,1.11,1.32,-0.145,-0.132
DERL1,2.16,1.97,2.1,2.21,-0.149,-0.132
TAF8,1.05,0.984,0.987,1.22,-0.148,-0.132
DTWD1,6.82,6.93,6.25,6.76,-0.201,-0.132
KLHL5,7.55,7.95,7.33,8.25,-0.255,-0.132
CNN3,0.655,0.914,0.713,1.41,-0.221,-0.132
HSPA5,0.89,0.583,0.939,0.978,-0.173,-0.132
PTPN14,4.67,2.04,4.27,2.69,-0.524,-0.132
ASB7,1.68,1.83,1.97,2.57,-0.228,-0.132
DOK3,0.291,0.172,0.334,0.557,-0.171,-0.131
CD226,0.517,0.401,0.328,0.493,-0.14,-0.131
C2orf74,0.634,0.493,0.569,0.721,-0.146,-0.131
ISOC1,0.378,0.296,0.308,0.516,-0.145,-0.131
FAR2,3.78,4.96,3.52,5.57,-0.431,-0.131
LOC105372478,0.212,0.172,0.151,0.415,-0.152,-0.131
ZBTB2,0.82,0.821,0.843,1.17,-0.166,-0.131
CMC1,2.54,2.36,2.65,2.84,-0.185,-0.131
RPL12,0.785,0.558,0.725,0.793,-0.147,-0.131
PART1,1.08,1.93,0.739,2.29,-0.353,-0.131
NUMB,6.31,6.59,5.94,6.68,-0.226,-0.131
TCTEX1D2,2.6,2.87,2.66,3.37,-0.222,-0.131
TEK,0.726,0.689,1.15,1.62,-0.255,-0.131
LOC102723766,0.29,0.218,0.213,0.43,-0.144,-0.131
AP4B1,1.86,1.58,2.24,2.44,-0.244,-0.13
DMGDH,0.831,0.768,0.651,0.879,-0.146,-0.13
UBASH3B,1.4,1.29,1.47,1.71,-0.175,-0.13
ARL9,0.529,0.345,0.33,0.428,-0.141,-0.13
BIN1,3.96,3.51,4.81,5.06,-0.351,-0.13
KAT5,0.728,0.682,0.786,1.08,-0.173,-0.13
TTC26,2.64,2.97,2.75,3.54,-0.233,-0.13
DFNB31,0.413,0.243,0.242,0.345,-0.137,-0.13
LOC105374366,0.582,0.263,0.635,0.659,-0.172,-0.13
USF1,0.645,0.9,0.759,1.45,-0.217,-0.13
RBMS2,1.48,2.03,1.17,2.29,-0.285,-0.13
NUP107,2.16,2.45,2.32,3.07,-0.227,-0.13
GATAD2A,1.79,2.71,1.58,3.23,-0.366,-0.13
ZC3H7B,2.63,3.18,3.2,4.33,-0.288,-0.13
LOC100130950,2.45,3.08,2.58,3.81,-0.301,-0.13
ING1,0.272,0.203,0.324,0.596,-0.171,-0.13
RLTPR,1.22,1.01,1.21,1.32,-0.158,-0.13
DAPK1,9.22,9.49,8.66,9.36,-0.219,-0.13
AHSA1,1.16,1.13,1.27,1.61,-0.185,-0.13
ATP6V1E1,2.11,2.01,2.17,2.41,-0.171,-0.13
ADCYAP1R1,3.02,2.97,3.97,4.67,-0.372,-0.13
SCRN2,0.955,0.923,0.936,1.21,-0.154,-0.13
SMARCA1,4.31,4.22,4.19,4.38,-0.138,-0.13
RAD9A,0.992,1.09,1.26,1.8,-0.22,-0.13
LOC100996342,0.529,0.441,0.601,0.863,-0.175,-0.129
LAS1L,1.88,2.18,2.03,2.78,-0.225,-0.129
MT2A,1.01,0.399,0.527,0.324,-0.204,-0.129
LOC105369680,0.249,0.116,0.213,0.38,-0.15,-0.129
HACD3,4.53,5,4.51,5.51,-0.263,-0.129
GIGYF1,2.29,2.41,2.5,3.03,-0.205,-0.129
PINX1,1.9,1.64,2.38,2.65,-0.264,-0.129
STAG1,7.02,7.39,6.44,7.29,-0.24,-0.129
SGCD,6.17,3.63,5.28,3.74,-0.501,-0.129
CCNK,2.02,1.88,2.17,2.42,-0.192,-0.129
COPG1,1.32,1.28,1.63,2.05,-0.227,-0.129
SLC4A7,8.04,7.2,7.49,7.12,-0.239,-0.129
ADAMTSL4-AS1,1.82,2.05,2.07,2.74,-0.215,-0.129
LTA,0.16,0.213,0.181,0.572,-0.169,-0.129
FAM89B,0.732,0.361,0.76,0.722,-0.166,-0.129
LOC101928096,3.74,4.14,3.44,4.33,-0.247,-0.129
CDIP1,2.12,1.9,2.52,2.79,-0.247,-0.129
CCNL2,2.96,3.34,3.17,4.04,-0.243,-0.129
CELF4,8.4,8.09,8.91,9.14,-0.271,-0.129
SATB1,1.4,1.39,1.87,2.38,-0.26,-0.129
ASIC3,0.402,0.27,0.296,0.432,-0.134,-0.129
TCEB3,1.16,1.36,1.24,1.85,-0.203,-0.129
LOC105376675,0.217,0.171,0.188,0.442,-0.15,-0.128
MANEA-AS1,0.591,0.387,0.577,0.68,-0.154,-0.128
LOC105377937,0.55,0.348,0.371,0.449,-0.14,-0.128
BDNF,6.65,5.62,7.45,7.09,-0.334,-0.128
OR9A4,0.491,0.295,0.297,0.379,-0.139,-0.128
TCAP,0.171,0.145,0.18,0.472,-0.159,-0.128
COX3,3.87,1.03,2.94,1.19,-0.546,-0.128
AP4S1,3.18,3.48,3.28,4.03,-0.223,-0.128
LPAR3,0.377,0.599,0.116,0.75,-0.206,-0.128
ABRACL,0.74,0.421,0.876,0.931,-0.187,-0.128
D2HGDH,1.17,1.68,1.5,2.56,-0.271,-0.128
SC5D,2.7,1.8,3.27,2.94,-0.282,-0.128
FAM65B,5.23,5.67,5.57,6.52,-0.255,-0.128
TUBGCP6,0.97,1.04,1.1,1.54,-0.184,-0.128
IGF2R,4.5,4.17,4.95,5.13,-0.255,-0.128
C8orf33,0.999,0.738,0.652,0.714,-0.161,-0.128
DRD2,0.363,0.249,0.365,0.563,-0.156,-0.128
ZC4H2,2.86,2.76,3.24,3.62,-0.239,-0.128
PXDC1,0.335,0.242,0.293,0.494,-0.147,-0.128
DGKE,3.95,4.22,4.18,4.87,-0.214,-0.128
SGSM1,5.09,5,5.96,6.55,-0.345,-0.127
LOC105373693,0.611,0.143,0.479,0.37,-0.179,-0.127
PURG,3.67,3.48,4.12,4.44,-0.255,-0.127
FADS3,2.13,1.73,3.02,3.32,-0.35,-0.127
MRM1,1.15,1.3,1.31,1.84,-0.191,-0.127
DDX11,0.17,0.198,0.213,0.571,-0.164,-0.127
WDR83OS,1.18,0.45,0.854,0.558,-0.219,-0.127
ADAM11,2.6,3.5,3.26,4.87,-0.352,-0.127
EDC4,0.77,0.853,0.922,1.38,-0.188,-0.127
MAN1C1,5.98,6.38,5.87,6.75,-0.241,-0.127
PPP2R3C,2.35,2.54,2.56,3.16,-0.202,-0.127
LOC105376762,1.37,0.767,1.18,0.976,-0.198,-0.127
ABCF3,0.61,0.491,0.574,0.748,-0.146,-0.127
HCFC1,0.611,0.505,0.623,0.831,-0.157,-0.126
FAM135A,7.23,7.18,6.99,7.22,-0.144,-0.126
CHST15,3.41,3.44,4.81,5.75,-0.457,-0.126
ITM2C,2.2,1.5,1.84,1.57,-0.213,-0.126
VSIG10,0.747,0.698,0.615,0.853,-0.143,-0.126
CAPN10-AS1,0.761,0.431,0.994,1.07,-0.204,-0.126
ULK3,1.77,1.88,1.99,2.51,-0.202,-0.126
LOC105371026,1.45,1.78,1.77,2.55,-0.226,-0.126
LOC102725045,1.11,0.981,1.16,1.36,-0.164,-0.126
KRI1,0.453,0.515,0.464,0.86,-0.167,-0.126
SNX12,0.559,0.341,0.621,0.737,-0.167,-0.126
CDAN1,0.859,0.918,1.01,1.45,-0.187,-0.126
MYPOP,0.961,1.16,1.01,1.61,-0.197,-0.126
LOC102723553,1.23,1.11,1.46,1.75,-0.203,-0.126
NDN,1.16,0.297,1.08,0.692,-0.237,-0.126
LOC105374458,0.575,0.0935,0.334,0.212,-0.18,-0.126
ANKRD53,0.439,0.294,0.374,0.507,-0.139,-0.126
APOD,0.543,0.148,0.302,0.24,-0.166,-0.126
ETFB,0.644,0.431,0.65,0.747,-0.154,-0.126
LOC105375894,0.448,0.179,0.322,0.348,-0.147,-0.126
LMTK3,3.53,4.03,4.28,5.41,-0.314,-0.126
CECR5,2.46,2.24,3.12,3.49,-0.296,-0.126
BSG,2.46,1.79,3.64,3.78,-0.407,-0.126
RPS5,1.78,0.922,1.59,1.21,-0.236,-0.126
POLR3E,1.49,1.66,1.4,1.95,-0.189,-0.125
RDH13,0.924,0.914,0.822,1.11,-0.15,-0.125
NDUFB2,1.45,1.17,1.25,1.27,-0.149,-0.125
UPF2,3.55,3.75,3.72,4.31,-0.195,-0.125
PTGR2,0.894,1.02,0.832,1.31,-0.179,-0.125
HHIPL1,1.04,1.74,1.29,2.6,-0.304,-0.125
ARFIP1,4.11,4.36,4.2,4.87,-0.207,-0.125
LOC102723316,0.111,0.301,0.247,0.824,-0.193,-0.125
PPCDC,0.482,0.553,0.48,0.885,-0.167,-0.125
LZTR1,0.983,0.993,1.35,1.82,-0.231,-0.125
LINC01355,0.722,0.563,0.801,0.98,-0.169,-0.125
MAP3K3,3.53,3.75,4.12,4.9,-0.28,-0.125
ZNF343,1.49,1.78,1.83,2.57,-0.225,-0.125
SNHG7,2.35,1.83,2.15,2.01,-0.183,-0.125
LOC105372784,0.227,0.184,0.184,0.426,-0.143,-0.125
LOC105377921,1.27,0.836,0.946,0.856,-0.171,-0.125
BAAT,0.801,0.836,0.569,0.922,-0.159,-0.125
ALDOB,0.973,0.875,0.33,0.637,-0.203,-0.125
BATF3,0.232,0.125,0.531,0.856,-0.216,-0.125
RSU1,4.76,4.53,5.24,5.53,-0.256,-0.125
INTS9,2.32,2.55,2.42,3.05,-0.201,-0.125
CHPF,0.457,0.192,0.386,0.412,-0.146,-0.125
MED24,1.6,1.82,1.94,2.6,-0.224,-0.125
MARC1,1.45,1.36,1.52,1.76,-0.166,-0.125
LOC105375917,0.679,0.549,0.489,0.628,-0.134,-0.124
APBB1IP,0.433,0.334,0.233,0.405,-0.136,-0.124
SAXO2,2.01,2.26,2.31,3,-0.216,-0.124
FSD1,1.58,1.79,2.16,2.92,-0.275,-0.124
KIAA1324,6.2,6.7,6.24,7.27,-0.259,-0.124
LOC105371082,0.765,0.828,0.582,0.974,-0.164,-0.124
MFAP3L,2.99,2.62,3.98,4.33,-0.361,-0.124
SCX,0.646,0.386,0.701,0.765,-0.162,-0.124
RAB27B,3.08,3.4,2.48,3.24,-0.218,-0.124
OTUD5,2.07,1.99,2.4,2.77,-0.222,-0.124
STOML2,0.704,0.547,0.545,0.646,-0.129,-0.124
KIF25,0.456,0.232,0.113,0.202,-0.157,-0.124
MRPS10,0.643,0.49,0.617,0.753,-0.145,-0.124
LOC105369827,0.96,0.894,0.952,1.18,-0.149,-0.124
GNB1L,1.06,1.1,1.19,1.59,-0.178,-0.124
NRDE2,1.91,1.87,1.74,1.98,-0.141,-0.124
ZNF496,1.3,1.48,1.51,2.09,-0.196,-0.124
CLSTN2,11.1,10.6,11,10.9,-0.174,-0.124
AMPD2,1.49,1.43,1.67,1.98,-0.188,-0.124
FAM193B,3.89,4.09,4.64,5.46,-0.309,-0.124
FOPNL,1.53,1.36,1.64,1.81,-0.173,-0.124
C2orf27A,2.16,1.72,2.82,2.97,-0.291,-0.124
MROH7-TTC4,0.36,0.26,0.215,0.373,-0.129,-0.123
LINC00457,3.09,1.97,2.39,1.81,-0.272,-0.123
STOML1,0.76,0.513,0.705,0.742,-0.142,-0.123
PNKD,3,3.18,3.23,3.81,-0.199,-0.123
LOC105377076,2.2,2.67,2.73,3.73,-0.262,-0.123
TP53I11,0.865,0.462,1.29,1.37,-0.24,-0.123
NLRP3,0.359,0.325,0.308,0.558,-0.142,-0.123
GMCL1,4.02,4.21,4.11,4.68,-0.19,-0.123
TCP10L,0.336,0.416,0.255,0.668,-0.166,-0.123
ARHGAP26-AS1,2.09,1.37,1.04,0.845,-0.26,-0.123
RIOK1,1.24,1.25,1.37,1.74,-0.177,-0.123
GPR107,3.54,3.99,3.61,4.54,-0.243,-0.123
ADAMTS1,0.446,0.67,0.288,0.905,-0.196,-0.123
PIGZ,2.75,3.13,3.2,4.06,-0.244,-0.123
B4GALT2,0.682,0.502,0.775,0.932,-0.169,-0.123
LOC105369327,1.68,0.643,1.19,0.667,-0.259,-0.123
SLC6A13,0.386,0.354,0.467,0.767,-0.166,-0.123
XYLT1,6.57,4.83,7.82,6.91,-0.413,-0.123
LRP1,3.66,3.98,4.4,5.34,-0.306,-0.123
LINC01428,0.526,0.163,0.449,0.403,-0.158,-0.123
ARPC5L,1.78,1.22,2.11,1.98,-0.219,-0.123
GALNT7,2.2,1.69,2.47,2.36,-0.204,-0.123
ATL1,5.06,4.65,5.5,5.57,-0.241,-0.123
LOC105373146,2.28,2.03,1.73,1.86,-0.186,-0.123
LOC105369949,0.345,0.179,0.29,0.398,-0.137,-0.123
LOC653602,0.695,0.588,0.636,0.801,-0.136,-0.123
DAP,0.812,0.432,1.09,1.12,-0.206,-0.123
MAPK8,7.38,7.35,7.29,7.54,-0.141,-0.122
NR1H3,0.911,0.706,1.1,1.27,-0.187,-0.122
NAE1,2.91,2.98,3.11,3.57,-0.19,-0.122
MYO5C,1.21,1.23,1.06,1.38,-0.151,-0.122
B3GNT2,0.678,0.609,0.844,1.14,-0.183,-0.122
RASA4CP,0.328,0.356,0.284,0.62,-0.154,-0.122
PPL,1.34,1.21,1.68,1.98,-0.218,-0.122
GTF2H4,0.524,0.587,0.6,0.991,-0.164,-0.122
ALKBH8,2.04,2.29,2.15,2.79,-0.199,-0.122
CNIH2,2.29,1.63,2.24,1.98,-0.202,-0.122
ZNF546,1.68,1.65,1.21,1.53,-0.174,-0.122
PPFIBP1,7.15,7.82,6.5,7.74,-0.287,-0.122
LOC101928076,0.547,0.311,0.396,0.438,-0.139,-0.122
TRMT2A,0.668,0.615,0.689,0.94,-0.152,-0.122
DHX57,4.18,4.42,4.3,4.94,-0.199,-0.122
C4orf48,1.21,0.79,0.884,0.795,-0.166,-0.122
TUBD1,1.43,1.58,1.33,1.83,-0.178,-0.122
DDX56,0.54,0.572,0.59,0.938,-0.158,-0.122
LOC105372480,0.987,0.704,1.06,1.1,-0.162,-0.122
FRMD4A,11.4,10.9,11.6,11.5,-0.181,-0.122
ALCAM,5.25,5.12,6,6.48,-0.304,-0.122
NOL3,0.58,0.415,0.742,0.938,-0.181,-0.122
CFAP53,0.447,0.268,0.384,0.474,-0.134,-0.122
DUSP5,0.303,0.16,0.323,0.481,-0.151,-0.122
MAPK8IP1,1.81,1.74,2.23,2.64,-0.235,-0.122
PAN2,1.04,1.01,1.12,1.42,-0.164,-0.122
METAP1,1.83,1.92,1.79,2.22,-0.167,-0.122
ECM2,2.62,1.94,1.8,1.57,-0.224,-0.122
ANKRD49,1.53,1.45,1.07,1.33,-0.172,-0.122
PPIH,1.19,1.19,1.28,1.61,-0.164,-0.121
GSG1,0.787,0.429,0.313,0.301,-0.173,-0.121
GRB10,4.89,4.15,5.43,5.2,-0.258,-0.121
LOC105371356,0.45,0.342,0.279,0.428,-0.129,-0.121
RNF41,1.47,1.46,1.87,2.31,-0.229,-0.121
PSMD3,1.6,1.4,1.76,1.93,-0.18,-0.121
PRRC2A,1.53,1.68,1.95,2.57,-0.234,-0.121
LOC105373170,0.319,0.291,0.15,0.402,-0.14,-0.121
LOC105378360,1.03,1.27,1.28,1.92,-0.197,-0.121
ANKRD36,6.67,6.94,6.68,7.36,-0.203,-0.121
UBE2Z,2.09,2.14,2.7,3.29,-0.271,-0.121
ZNF638,8.04,7.96,8.06,8.27,-0.149,-0.121
IVNS1ABP,1.22,1.13,1.28,1.52,-0.159,-0.121
AXIN2,1.42,1.71,1.67,2.37,-0.206,-0.121
LOC105379054,0.958,1.16,0.338,0.93,-0.194,-0.121
TNFRSF14,0.692,0.581,0.623,0.776,-0.132,-0.121
LOC100996654,0.291,0.153,0.279,0.428,-0.143,-0.121
SREBF2,5.95,5.66,6.53,6.78,-0.266,-0.121
SSPN,1.15,1.03,1.08,1.22,-0.131,-0.121
LOC101928693,1.26,1.27,0.723,1.1,-0.181,-0.121
PLEKHA7,2.27,2.31,1.76,2.15,-0.177,-0.121
B3GALT5,0.826,0.981,0.656,1.17,-0.177,-0.121
OTULIN,2.17,2.11,2.41,2.74,-0.194,-0.121
RRAGB,3,2.85,3.2,3.41,-0.185,-0.12
CNOT1,3.48,3.79,3.36,4.09,-0.209,-0.12
CDC23,1.56,1.56,1.64,1.96,-0.161,-0.12
CLCN6,1.65,1.65,1.96,2.37,-0.208,-0.12
TRA2B,3.8,3.17,3.89,3.65,-0.195,-0.12
LOC105374928,0.928,0.827,0.792,0.94,-0.124,-0.12
LINC01322,8.99,9.41,8.72,9.6,-0.231,-0.12
MGRN1,3.58,3.85,4.18,5,-0.269,-0.12
LOC105376488,0.768,0.649,0.7,0.844,-0.131,-0.12
POT1,3.51,3.13,3.71,3.7,-0.186,-0.12
ZNF358,0.779,0.672,0.909,1.14,-0.171,-0.12
MTMR10,1.77,1.93,1.67,2.18,-0.177,-0.12
GRIK1,1.85,1.89,1.84,2.19,-0.153,-0.12
MPP1,0.805,0.794,0.854,1.15,-0.155,-0.12
LOC102724057,1.44,1.25,1.44,1.53,-0.144,-0.12
XKRX,0.635,0.456,0.5,0.578,-0.128,-0.12
USP4,3.29,4,3.65,4.93,-0.288,-0.12
LRIT3,0.271,0.252,0.176,0.437,-0.14,-0.12
CD2AP,2.84,2.68,2.9,3.06,-0.157,-0.12
PURA,2.86,2.57,3.3,3.49,-0.235,-0.12
SPACA6P,0.682,0.883,0.853,1.42,-0.185,-0.12
RBFA,3.5,2.43,3.69,3.13,-0.257,-0.12
KAT6B,6.76,7.02,6.58,7.24,-0.197,-0.12
LOC105371743,1.66,1.56,1.76,1.99,-0.166,-0.12
LOC105371870,1.24,1.53,1.37,2.05,-0.201,-0.119
C1orf177,0.415,0.256,0.136,0.262,-0.142,-0.119
ABR,5.7,6.03,6.65,7.65,-0.337,-0.119
MMAA,0.522,0.453,0.53,0.752,-0.145,-0.119
LOC100133315,1.46,1.55,1.48,1.89,-0.161,-0.119
DENND6B,2.36,2.68,3.41,4.45,-0.358,-0.119
DBI,0.856,0.343,0.628,0.467,-0.176,-0.119
MCOLN1,1.16,1.08,1.32,1.58,-0.175,-0.119
C16orf58,1.34,1.28,1.71,2.08,-0.217,-0.119
TUFM,1,0.917,0.96,1.14,-0.134,-0.119
CERS6,8.23,8.05,8.34,8.49,-0.165,-0.119
ADGRL1,4.02,4.82,4.9,6.34,-0.321,-0.119
LSG1,0.89,0.848,0.871,1.11,-0.139,-0.119
LOC105374380,0.216,0.13,0.291,0.521,-0.158,-0.119
GIT1,2.32,2.5,2.97,3.7,-0.274,-0.119
ZNF865,0.377,0.332,0.358,0.593,-0.139,-0.119
LOC105376250,0.668,0.333,0.63,0.595,-0.15,-0.119
LMBR1,5.44,5.37,5.92,6.34,-0.241,-0.119
SLC25A24,1.1,1.03,1.39,1.73,-0.202,-0.119
TMEM69,0.684,0.677,0.806,1.13,-0.168,-0.119
PI4KB,2.05,2.41,2.37,3.15,-0.215,-0.119
NLGN2,1.29,1.45,1.78,2.42,-0.242,-0.119
ETV6,1.94,1.53,2.17,2.13,-0.188,-0.119
LOC105370765,0.634,0.55,0.615,0.808,-0.139,-0.119
CHST5,0.525,0.508,0.437,0.698,-0.139,-0.119
CEP290,4.05,3.68,4.28,4.29,-0.188,-0.119
YAE1D1,1.73,1.73,1.93,2.3,-0.183,-0.119
LOC105369822,0.339,0.256,0.327,0.525,-0.14,-0.119
LOC105379338,0.377,0.258,0.269,0.39,-0.12,-0.119
PPP1R32,0.419,0.376,0.416,0.656,-0.142,-0.118
CMTM2,0.584,0.573,0.43,0.699,-0.14,-0.118
HNRNPF,1.26,1.34,1.5,1.96,-0.19,-0.118
OXTR,1.46,1.23,1.94,2.19,-0.239,-0.118
ST6GALNAC6,0.973,0.878,1.32,1.65,-0.211,-0.118
LCMT1,3.32,3.49,3.85,4.51,-0.247,-0.118
FABP7,1.12,0.249,1.02,0.605,-0.226,-0.118
LOC105371454,0.252,0.181,0.203,0.396,-0.132,-0.118
TREX1,0.738,0.238,0.436,0.281,-0.173,-0.118
ASB1,0.737,0.628,0.861,1.08,-0.166,-0.118
MRPL39,1.26,1.21,1.3,1.54,-0.149,-0.118
CENPBD1P1,1.35,1.1,1.25,1.27,-0.137,-0.118
TEX2,3.06,2.92,3.77,4.19,-0.284,-0.118
DTD2,1.72,1.66,1.81,2.08,-0.161,-0.118
METTL21A,2.04,1.77,1.63,1.68,-0.16,-0.118
TBC1D5,8.19,7.86,8.26,8.24,-0.155,-0.118
LOC105377753,0.762,0.442,0.495,0.469,-0.147,-0.118
ABCA17P,2.66,2.33,2.86,2.89,-0.182,-0.118
TXNRD3NB,1.71,1.47,2.25,2.51,-0.25,-0.118
GCN1L1,1.41,1.8,1.75,2.57,-0.218,-0.118
FAM90A1,1.57,0.931,1.29,1.04,-0.192,-0.118
TACR1,1.58,0.863,1.23,0.919,-0.203,-0.118
CHEK1,0.609,0.445,0.354,0.464,-0.137,-0.118
PTPRK,9.23,8.87,9,8.94,-0.152,-0.118
POLR2E,1.43,1.14,1.54,1.59,-0.164,-0.118
RECQL5,0.965,1,1.25,1.68,-0.197,-0.117
ZNF503,3.11,3.16,3.65,4.2,-0.248,-0.117
OS9,2.24,2.21,2.47,2.8,-0.185,-0.117
CEP72,0.643,0.457,0.639,0.731,-0.14,-0.117
WDR74,0.48,0.355,0.401,0.524,-0.125,-0.117
RUNDC3A-AS1,0.46,0.277,0.365,0.435,-0.127,-0.117
PTP4A2,3.02,2.73,3.51,3.69,-0.238,-0.117
NT5C1A,0.326,0.27,0.342,0.573,-0.143,-0.117
HSPA1A,0.969,0.575,1.38,1.43,-0.222,-0.117
LOC100132215,2.34,1.56,1.82,1.46,-0.212,-0.117
ZNF777,1.03,1.07,1.22,1.63,-0.179,-0.117
BRMS1,0.419,0.445,0.404,0.721,-0.145,-0.117
GABPA,2.16,2.1,2.24,2.5,-0.156,-0.117
CRTC2,0.869,0.839,0.845,1.08,-0.135,-0.117
EP300,4.67,4.93,4.9,5.53,-0.19,-0.117
EMC3-AS1,1.37,1.44,1.24,1.63,-0.154,-0.117
GPR35,0.518,0.711,0.821,1.41,-0.2,-0.117
EED,2.45,2.58,2.27,2.74,-0.166,-0.117
FBXO31,3.08,3.56,3.54,4.5,-0.235,-0.117
GALE,0.478,0.333,0.618,0.808,-0.167,-0.117
SRRM2,3.42,4.09,3.99,5.2,-0.272,-0.117
LOC105379091,0.29,0.162,0.228,0.355,-0.127,-0.117
COL4A2,5.58,2.76,6.68,4.85,-0.5,-0.117
CLVS2,5.07,5.38,4.75,5.46,-0.201,-0.116
RAB39A,0.602,0.761,0.75,1.25,-0.171,-0.116
ARNT2,7.19,6.39,7.86,7.6,-0.271,-0.116
LRRC73,0.516,0.372,0.396,0.492,-0.12,-0.116
RPL39,1.34,0.727,0.974,0.732,-0.187,-0.116
ZNF490,1.2,1.46,1.29,1.93,-0.19,-0.116
BPNT1,1.19,1.34,1.02,1.51,-0.169,-0.116
LOC101927587,2.31,2.36,2.1,2.45,-0.15,-0.116
